timestamp,open,high,low,close,volume,trade_count,vwap
2021-07-01 04:00:00,305.84,309.33,305.5,309.15,1261755.0,15142.0,308.29
2021-07-02 04:00:00,310.29,313.16,309.77,312.72,1201617.0,14791.0,312.05
2021-07-06 04:00:00,314.18,316.43,309.16,316.01,2122650.0,20698.0,314.98
2021-07-07 04:00:00,318.0,320.29,316.23,318.23,1680459.0,22415.0,317.98
2021-07-08 04:00:00,313.75,317.94,312.11,317.29,1584927.0,21343.0,316.16
2021-07-09 04:00:00,317.29,318.4,312.72,316.93,1173867.0,18226.0,316.65
2021-07-12 04:00:00,317.45,320.22,315.51,319.68,1207650.0,18214.0,319.2
2021-07-13 04:00:00,320.77,321.68,318.28,318.75,994572.0,16086.0,319.47
2021-07-14 04:00:00,321.52,321.65,317.39,318.36,1084353.0,17926.0,319.0
2021-07-15 04:00:00,317.69,319.64,315.85,317.89,1715910.0,20290.0,317.92
2021-07-16 04:00:00,318.55,319.64,316.45,316.7,1214661.0,16694.0,317.45
2021-07-19 04:00:00,314.67,314.67,308.83,310.73,2376150.0,27974.0,310.84
2021-07-20 04:00:00,311.65,321.99,309.64,318.35,3035034.0,31463.0,318.54
2021-07-21 04:00:00,328.33,329.09,308.84,314.98,2771061.0,33945.0,314.32
2021-07-22 04:00:00,317.07,325.31,315.44,324.63,2141349.0,26018.0,322.86
2021-07-23 04:00:00,323.88,326.13,320.84,325.49,1493607.0,18671.0,324.59
2021-07-26 04:00:00,323.28,324.67,318.08,322.03,1762842.0,23535.0,321.18
2021-07-27 04:00:00,322.54,325.03,320.07,325.03,1223637.0,21212.0,323.73
2021-07-28 04:00:00,325.03,326.67,322.98,324.17,1097832.0,16888.0,324.56
2021-07-29 04:00:00,324.33,327.71,323.47,327.16,1053780.0,17446.0,326.58
2021-07-30 04:00:00,326.37,331.7,325.71,330.49,1422867.0,18704.0,329.73
2021-08-02 04:00:00,332.0,332.89,328.68,330.85,1075209.0,15502.0,330.9
2021-08-03 04:00:00,331.68,333.67,329.68,333.2,1124862.0,15631.0,332.71
2021-08-04 04:00:00,333.33,334.0,329.91,330.29,1446078.0,20687.0,331.11
2021-08-05 04:00:00,337.33,341.33,332.89,339.7,1799607.0,23049.0,337.46
2021-08-06 04:00:00,340.0,343.49,335.75,343.34,1678428.0,24613.0,341.44
2021-08-09 04:00:00,344.36,345.35,341.93,344.0,1198596.0,16779.0,343.82
2021-08-10 04:00:00,344.63,345.03,331.47,331.87,1993194.0,29250.0,335.27
2021-08-11 04:00:00,333.17,335.67,328.89,331.88,1440981.0,23929.0,331.73
2021-08-12 04:00:00,332.92,337.04,332.16,333.33,1716303.0,21137.0,333.89
2021-08-13 04:00:00,333.9,335.17,332.13,334.35,1588431.0,19457.0,333.46
2021-08-16 04:00:00,334.74,339.69,333.16,339.41,1268274.0,20580.0,337.64
2021-08-17 04:00:00,338.64,346.67,337.2,345.0,1670232.0,26026.0,343.57
2021-08-18 04:00:00,344.48,349.67,344.34,346.46,1371900.0,21805.0,347.14
2021-08-19 04:00:00,345.94,352.98,344.24,351.88,1636449.0,24669.0,350.54
2021-08-20 04:00:00,352.12,353.94,346.97,347.94,2103873.0,24527.0,349.2
2021-08-23 04:00:00,350.57,353.27,344.78,348.67,1715043.0,25113.0,349.51
2021-08-24 04:00:00,350.0,352.97,346.58,348.9,1570974.0,21570.0,349.81
2021-08-25 04:00:00,348.9,350.0,346.35,347.99,1460376.0,19663.0,348.43
2021-08-26 04:00:00,349.37,350.02,345.3,347.42,1567542.0,19502.0,347.55
2021-08-27 04:00:00,348.51,350.05,344.67,345.51,1550418.0,22893.0,346.26
2021-08-30 04:00:00,347.06,353.32,347.06,352.97,1027809.0,16388.0,352.04
2021-08-31 04:00:00,353.04,353.92,347.92,351.19,1663062.0,19267.0,351.19
2021-09-01 04:00:00,351.67,354.79,349.18,354.24,1203693.0,19029.0,353.45
2021-09-02 04:00:00,355.6,359.03,355.16,357.18,1377354.0,20438.0,356.96
2021-09-03 04:00:00,357.1,358.76,352.68,357.26,1180473.0,16606.0,356.73
2021-09-07 04:00:00,357.75,359.52,354.33,359.39,1150731.0,19963.0,358.14
2021-09-08 04:00:00,359.33,362.34,357.47,360.85,1272003.0,18047.0,360.66
2021-09-09 04:00:00,361.05,361.95,356.55,356.67,1317195.0,18826.0,358.18
2021-09-10 04:00:00,359.55,360.68,337.67,341.16,3601173.0,51085.0,344.66
2021-09-13 04:00:00,343.81,344.19,337.0,342.61,2161194.0,30509.0,341.17
